,image_name,brightness_std,brightness,green_pixel_mean,green_pixel_std,blue_pixel_mean,blue_pixel_std,red_pixel_mean,red_pixel_std
0,4563856cc6d75c670eafd86d5eb7245fbe8f273c28f9e36f7c6aaf097c7ce423.jpg,58.023168456110824,85.80263710021973,96.74221801757812,62.804630074987564,62.784841537475586,49.1415487870251,73.10339832305908,62.804630074987564
1,a2a15938845d9812de03bd44799c4b1bf856a8ad11752e81c94dc8d138515021.jpg,58.5385499627143,91.93229579925537,101.57939434051514,61.23340234155206,76.01551532745361,59.166368755280345,79.05464935302734,61.23340234155206
2,401f89a2bb6ab63e3f406bd59b9cadccfe953230feb6cdd7d1ce8a0f19be7d2b.jpg,64.48275654580222,85.08532238006592,97.28594493865967,68.20034071020076,56.81077194213867,53.59273007476158,71.91271686553955,68.20034071020076
3,0a3937653483c36dfb4d957b6f82ae96dbdc7ba36cc3d8bdb633bada3023c085.jpg,63.29954952059026,83.63172435760498,93.03421020507812,66.71568895817127,70.20833587646484,60.728615656992595,70.27939033508301,66.71568895817127
4,be1652110a44acd24b42784356e965ce84a04893c3f1bb3958b09fc7bc4eda2e.jpg,58.97992102882205,87.26848697662354,96.76034259796143,62.196944544822976,70.37691020965576,54.2250797582777,75.07544136047363,62.196944544822976
5,b3884abdad8e98013cb50b37733929975b55d84c44cfa7b097e3b88384eaf78a.jpg,63.07894986804309,102.69754123687744,113.96321487426758,65.95799850192287,75.21637916564941,55.12659802991183,91.061692237854,65.95799850192287
6,891ea3e0214fa8d0b1fa79300479050a260dab709ede432056e4429d5def3593.jpg,65.66472724632622,91.71511650085449,99.62843418121338,67.94420720084918,80.42913722991943,61.902967606048314,80.48369312286377,67.94420720084918
7,48403161f9d95c58f7f3f7e71eb27390796bbfcee770132a59d956918b346f66.jpg,58.85447435112778,90.53901958465576,100.9067268371582,61.88697296447932,74.96282291412354,55.34577265058956,76.12645816802979,61.88697296447932
8,696abfd0977d0046cf6e493f8ba2e66b301d1e320fd29c58cda14065306a1663.jpg,64.97817924326509,89.41659355163574,97.66682529449463,68.0175340949727,68.93632411956787,58.28923952234127,81.0282335281372,68.0175340949727
9,82b3f5da5af875fe376c9fe5a408e2039a8dc3e237870b42efe6231f5eb204fe.jpg,61.96763042335785,81.96121311187744,88.4311408996582,64.50396825794475,67.11799144744873,57.59225002199754,74.92228126525879,64.50396825794475
10,68b0c06932935f8df33a351174e1e3ab0d6f058b64e4f9dbc411daab4ebaff0d.jpg,58.719754670229634,75.08985805511475,84.44545459747314,63.180284612826874,61.42500972747803,53.568193676455216,61.92570686340332,63.180284612826874
11,42b648674fe3166be91f5eb0c1f1db4843c469a4626cc9d6d983e643cc419422.jpg,67.85635474050399,104.12123489379883,112.14211463928223,69.6895852250672,93.36546802520752,64.82820620346531,92.47527694702148,69.6895852250672
12,5fd9a56aa2620ccc0ef158d66cd5065c0c41b7dc897ff815ab264785081faa66.jpg,48.02998931800256,88.56857776641846,98.32375240325928,51.38763892139806,74.7986307144165,45.94712111919753,74.66660022735596,51.38763892139806
13,72b29312b35eb3c9daf296486d674f6473712408b6df3a159238efebd57929fe.jpg,60.97209036675031,77.89262008666992,86.08496570587158,64.57187216867493,64.81892204284668,57.017226694588814,66.79452133178711,64.57187216867493
14,adca026ff354aeae82eee0a7c51f625e1e59dffead465d6ed6a91f5fee7d0d3a.jpg,59.78622499192006,74.93346118927002,83.36077785491943,63.54735001033226,62.12510681152344,56.24329166666918,63.265411376953125,63.54735001033226
15,8ccb889b4d0b3d39f2f04d71fa483c908dd36c7dc8ec0ff292fe5ecb082f5d07.jpg,63.46046264163617,80.55571842193604,87.86940288543701,66.15881047832957,70.31359004974365,59.95146830591717,70.09797763824463,66.15881047832957
16,3032f527168b16ba033dc98714688fd631fce59b798edb072afb975bc2907281.jpg,58.307852558545804,95.6684217453003,105.83612251281738,61.23018024768458,78.37973976135254,54.23246950331291,82.3022289276123,61.23018024768458
17,f61f7d3cffe275ada253335bf1dce91ff716930e50b6bd48ee0bc29948aa10b1.jpg,55.34567725327943,80.0661392211914,88.01421451568604,59.012321487837546,64.3981237411499,54.59326867844978,70.4339370727539,59.012321487837546
